2.199287607144063560e-04 3.699816279633503938e-04 1.161929480213368088e-04 1.485243493152949923e-03 2.474621095103014855e-04 4.909478039408199899e-04 0.000000000000000000e+00 7.252422986170325157e-05 0.000000000000000000e+00 8.713610101093698467e-08 0.000000000000000000e+00 3.934091514443344170e-08 0.000000000000000000e+00 2.464054449558575628e-05 2.940189299005971398e-05 4.993298481166687621e-05 2.934020349127529261e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.365883845412277162e-05 4.185515317482832887e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.129277696057572140e-05 2.049085954598028550e-05 1.576600350078534936e-05 4.592888714340728461e-08 2.760632924221321858e-07 1.034664329737063409e-06 0.000000000000000000e+00 9.326723252400791702e-07 5.426310069714883772e-07 5.286904351060633023e-05 6.025586271870654392e-07 0.000000000000000000e+00 1.131090558567822947e-07 1.979077003625326671e-06 3.361989130654513282e-07 1.975071192450445821e-05 0.000000000000000000e+00 4.636132558171537630e-07 0.000000000000000000e+00 0.000000000000000000e+00 4.038350446760803806e-07 0.000000000000000000e+00 0.000000000000000000e+00 3.649404342425733188e-07
0.000000000000000000e+00 1.068835758899805942e-02 3.525429324848533552e-03 7.789280854526213667e-03 1.214202054776740165e-03 0.000000000000000000e+00 5.870939713600114735e-06 7.146065684918267252e-06 1.613699479522809821e-04 2.983561048047716940e-05 1.313239628207642543e-04 5.946865472559806354e-04 0.000000000000000000e+00 0.000000000000000000e+00 6.035117224985620926e-05 2.943555560840092943e-04 5.523002818748967360e-05 0.000000000000000000e+00 1.202303237560219432e-04 0.000000000000000000e+00 1.211939654748663312e-04 1.778735165177342979e-03 1.630559216753864164e-03 8.556478155836072302e-05 1.911562516497851980e-03
8.219477144162672388e-07 5.801841140686641825e-05 1.242292528333828846e-05 8.155766618225002173e-05 2.767173968543625031e-05 0.000000000000000000e+00 2.619409830220276661e-05 0.000000000000000000e+00 0.000000000000000000e+00 1.373451214088973945e-06 9.651098259367890328e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.282458209126266864e-06 0.000000000000000000e+00 7.822444172411990295e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.097043672169642761e-05 1.023650372910434221e-04 2.372314719739940052e-05 0.000000000000000000e+00 8.103710021120696106e-06
1.166875181282779957e-07 2.817453665400168378e-04 3.225467210910834573e-06 2.264701003651064710e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.490165339965263867e-07 4.110400352970956989e-05 2.463306411776441151e-05 3.276791693385269836e-05 3.873276261624885012e-06 0.000000000000000000e+00 1.338021557560761324e-06 1.382002359231043531e-07 3.353523417028450337e-07 0.000000000000000000e+00 0.000000000000000000e+00 9.813400045831838009e-06 0.000000000000000000e+00 9.510699711609142985e-05 1.091999619742268888e-04 2.495052712538375871e-06 1.932390747103446521e-05 3.194095183790898610e-04
9.837305340771046599e-05 4.764015454300784299e-04 4.827176004340857180e-04 1.108778658139066291e-04 7.735136679651586475e-06 2.413768679695967913e-05 5.604473642025049017e-04 8.226955517007163795e-08 2.097195993766764742e-05 2.667706786927139290e-05 1.619775174850851898e-04 1.465380498900593540e-04 0.000000000000000000e+00 1.462725353990908912e-04 2.978824511421141175e-08 6.960559610429564846e-06 7.923316190340738997e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.082872681897788244e-05 0.000000000000000000e+00 8.756007776008424190e-05 1.038447588624893985e-04 1.749048140592145194e-04
0.000000000000000000e+00 1.683433504406164915e-04 0.000000000000000000e+00 2.986836448614813358e-03 1.716812123135196891e-05 0.000000000000000000e+00 0.000000000000000000e+00 1.236407639492537939e-04 0.000000000000000000e+00 1.423938411879865358e-06 1.415887782072557804e-07 5.205213065448511022e-08 0.000000000000000000e+00 5.459325410442367227e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.476010317664094634e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.033662944298621609e-07 3.760148052766969737e-06 1.463663948939806077e-05
2.042846173069756894e-05 5.340840501957047310e-06 1.852117112799728455e-03 1.088717984612463767e-02 1.244091204865014396e-03 0.000000000000000000e+00 1.789351799645815607e-04 8.940517810214056461e-06 1.613865289308332037e-04 7.669576632249708016e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.818775933490178233e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.396908386916986019e-06 0.000000000000000000e+00 3.660397656989982570e-06 0.000000000000000000e+00 1.033342610094545929e-06 8.814007735755171343e-08 1.841343074390201639e-06
2.374682535980442506e-06 1.915262062158856174e-04 4.548623742393588455e-04 1.662330227018707016e-02 1.513054033141503912e-02 1.807915399062507214e-02 1.780685537411375030e-02 1.169432132139102375e-02 5.482469577760807310e-04 4.605458533409248836e-03 7.542920805553961965e-05 6.429887670662204857e-06 0.000000000000000000e+00 1.014978268127205644e-04 1.004575156262177287e-05 5.733267793046571074e-05 6.518950115489725991e-05 0.000000000000000000e+00 3.934377924732774374e-04 0.000000000000000000e+00 1.817196790522617941e-04 2.731175641273295065e-04 4.085840419065943818e-04 2.809040742365712692e-04 9.089872767918395465e-05
1.938387562531872084e-07 0.000000000000000000e+00 6.199894751283953299e-04 7.403917805713913433e-03 1.409980127405359093e-02 4.727290935325516308e-02 2.905749103194679717e-02 2.052747033828696346e-02 1.738188933289671126e-02 9.703077930360662915e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.665912476877189538e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.053644620422615434e-05 1.449464934607796345e-04 1.139863440171579808e-05 4.455284075717995054e-05 8.001908368082296644e-05
1.331994694624486302e-07 6.010441301497824584e-04 1.318062798002052512e-02 2.452773957085959550e-02 1.954422128307969561e-02 4.310980182857112458e-02 3.093976267578118014e-02 9.948618269547022941e-03 1.335140042519617615e-05 1.613008617836993782e-05 0.000000000000000000e+00 4.478992771766318278e-04 0.000000000000000000e+00 1.041578919220282132e-02 5.420354275835948568e-05 3.460918781795940704e-05 4.066236724336990137e-05 0.000000000000000000e+00 3.753714696995681408e-06 0.000000000000000000e+00 1.228549497482582422e-04 1.324784143136582251e-04 1.053146744414829288e-04 7.194581906733904834e-05 1.385739139931922638e-04
5.620119648243637235e-05 4.792300579801718995e-03 2.706339821850993130e-02 2.714531805707546055e-02 2.884641019580055921e-02 6.391814396865024006e-02 3.075254175174895604e-02 1.256966438998446955e-04 3.322376037054976857e-04 5.320264208856549329e-05 0.000000000000000000e+00 1.834119135690634667e-03 0.000000000000000000e+00 9.735262769435759633e-03 2.870942780816062982e-04 2.464623207309793451e-03 1.206914124887359987e-04 0.000000000000000000e+00 3.664122820031376194e-06 0.000000000000000000e+00 2.728433569065225549e-05 2.442169709707806536e-05 2.112476744607911841e-05 5.177276740781193301e-04 2.091657415964906421e-03
3.473809610293610690e-05 1.076915563412972864e-03 1.929891786578775276e-02 1.171404757334128070e-02 2.959489080523612994e-02 5.370706179355298759e-02 1.377093051261701374e-02 8.292727447996878914e-03 8.148571756147871383e-04 2.447104970845325432e-03 1.834285781943071876e-03 5.441081059208716444e-03 0.000000000000000000e+00 1.091386028239890033e-02 9.645717957778671093e-05 6.537562166863559988e-05 4.130673542156157360e-05 0.000000000000000000e+00 6.062369681819147814e-05 0.000000000000000000e+00 1.653244389390835713e-04 3.050486289531806447e-04 2.995191913322849120e-04 2.461681877382800054e-04 9.493466708453615209e-05
1.016911628383698491e-04 5.601008140211722643e-03 1.675544402946308950e-02 9.296850757295192433e-03 5.477723288310008126e-02 1.823669057808102734e-02 5.814881533109772082e-04 3.244993303240612469e-05 9.158861383342552709e-06 1.273214927654229676e-08 5.373984903385231194e-08 1.526873785215847410e-03 0.000000000000000000e+00 6.969050964226819655e-06 1.194357534543190476e-04 2.194493859149767047e-05 1.870794930330588939e-04 0.000000000000000000e+00 6.857200544674729115e-06 0.000000000000000000e+00 1.207890438586064287e-04 1.563778114313632605e-05 7.525775417006164798e-06 9.047278351481027153e-07 1.178306837846871042e-04
8.264551592083185945e-05 5.410388304439901590e-03 4.900908949547921889e-02 1.380958619103288265e-02 4.124310720968110688e-02 1.224196288461120753e-02 7.205070120716577410e-03 5.573708980570971534e-09 0.000000000000000000e+00 1.510710378881200193e-07 1.153476328397324084e-05 1.443287047758061957e-03 0.000000000000000000e+00 5.251902519438779150e-05 2.279054894726368274e-04 9.427003774597794396e-06 4.239379553170261863e-05 0.000000000000000000e+00 7.325559776007344362e-05 0.000000000000000000e+00 7.423391722118789619e-05 2.448518046176145039e-05 3.682566790240792120e-05 4.713561414954231304e-05 1.949645891019065509e-05
