0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.823932676447700068e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.097815948231053701e-06
0.000000000000000000e+00 7.758131733526459737e-08 3.203772455759427254e-07 3.236664699199857661e-06 0.000000000000000000e+00 0.000000000000000000e+00 5.434506840025508875e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.272752455649921597e-06 9.327184357068099563e-05 1.326726701644451384e-03 1.545294474701064272e-03 1.295201572151892435e-03 3.769957413893712593e-04 0.000000000000000000e+00 0.000000000000000000e+00 4.535356076307098271e-04 1.989448112558713649e-03
0.000000000000000000e+00 7.530187941083152847e-04 0.000000000000000000e+00 4.170953805916051516e-07 0.000000000000000000e+00 6.835988656601198362e-05 0.000000000000000000e+00 0.000000000000000000e+00 7.129795963087763155e-04 0.000000000000000000e+00
4.009889806611551357e-05 1.219790469515815307e-04 1.241674894245766369e-04 1.592782600633260601e-05 1.670062867375701872e-06 0.000000000000000000e+00 5.868847322228581846e-09 0.000000000000000000e+00 1.353032474304956026e-05 6.991064620283603418e-06
6.586582549884950249e-06 3.042816582759991359e-04 9.740841213761986900e-06 5.416123783201419664e-08 2.151652834769264189e-05 5.418883025108591628e-05 4.910953690835130874e-05 0.000000000000000000e+00 1.649923834779211453e-05 5.913094891920280856e-05
2.479427468897893336e-05 2.203799493498514290e-04 4.180892506930631658e-05 0.000000000000000000e+00 3.178875332694935107e-06 7.223577803520214410e-06 0.000000000000000000e+00 0.000000000000000000e+00 8.207899634599426536e-07 7.770135390016609674e-06
2.184855782300816436e-07 1.342474300475027734e-05 6.405444159187647594e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.405666749881976607e-06 3.396926753916677767e-04 1.419400882729687221e-03 1.951846234821195706e-05
1.879887971323611140e-06 2.763571456593779206e-07 8.214776866575249081e-03 6.878224425865887316e-03 1.622619655788205481e-02 8.122494879963717412e-03 1.396478463043800827e-03 9.632622641356637476e-04 2.817367059243117231e-03 1.080351485018442087e-04
0.000000000000000000e+00 2.888739551785104347e-04 3.099828172516003524e-02 1.153948837341926652e-02 1.322179246090080321e-02 4.161861439323733675e-02 3.646148938559735236e-02 2.450592865164416545e-02 5.306015033846630223e-03 2.255271417829748167e-04
1.979156727256787908e-05 2.318052672392890198e-03 6.377558723108487336e-03 1.817554351460181142e-02 1.350932248453130639e-02 4.090175955678048564e-02 4.779546330712855506e-02 2.052383971499326110e-02 3.117011200011215099e-04 1.686627456504523044e-04
3.524292717452540081e-05 2.041428214626509786e-03 1.066062731105247609e-02 2.322649169986850184e-02 2.485513778660577641e-02 5.387685099136850508e-02 3.600295430209259767e-02 2.093320191945230793e-02 7.699583810537333428e-06 2.017437288757006496e-05
2.587791145773933734e-05 2.292097350692536093e-03 1.161712764616324063e-02 3.981121129653272112e-02 3.074567755157433385e-02 2.869878376904779274e-02 1.421251649160342780e-02 1.854571134617090053e-04 7.680679659721193679e-05 1.087958946885053202e-03
2.308170861264030431e-05 2.867233148631560466e-03 1.727002056570276292e-02 6.029262787798283368e-02 6.457516698231836882e-02 4.324899514271331874e-02 1.937497189593754806e-03 9.048467883289728828e-03 7.147754735029801380e-05 2.935194908760047352e-06
1.658861931797023953e-04 7.665842890935769573e-03 2.718462484226592812e-02 6.633801433172964446e-02 5.500994600997582279e-02 1.389016530350955896e-02 1.425619783507388457e-03 4.339627244831908397e-06 1.343107067095164379e-05 3.734856870320895099e-06
1.568587312882834906e-04 1.641001595606701030e-02 2.133627346911709782e-03 4.991614172126303262e-02 2.530791970144699241e-02 2.069412792957851799e-02 2.352125990656085859e-04 2.883116441071030198e-05 0.000000000000000000e+00 8.267592007736627879e-06
1.012555676505699466e-04 3.388496925004380600e-02 6.459757573389398461e-03 1.350930444183101077e-02 4.861594691576096028e-02 1.987963997506420402e-02 6.956181791762701275e-04 1.099156405655419010e-04 4.265059223261744568e-05 2.838987751374339331e-05
4.166446148662051284e-04 1.298972124117992767e-02 2.975417667058233295e-02 4.652503978794662182e-02 2.250687554772208207e-02 1.792077554373698936e-02 6.795638682117955331e-04 3.602643162399870452e-03 1.332643309155127295e-07 2.044105728528266414e-03
4.517495285751325440e-04 1.442164107294704838e-02 3.415455236693668017e-02 7.835580432007498153e-02 3.110307391749265928e-03 8.607041173770606582e-03 1.436310060849569682e-04 8.765572368392891779e-05 7.532295498941352530e-05 2.513948971026741552e-04
9.379368831050193954e-05 1.884407786864001830e-02 5.367965844788016860e-02 6.258836049367245968e-02 8.361295008814974283e-03 4.991971323000811422e-03 9.427249412226751119e-05 2.477893347282357725e-06 3.327251731541433098e-05 1.796760845063010781e-04
5.058225683289394210e-04 1.752163340494788946e-02 1.388228326767090848e-02 1.162878442178122071e-02 1.989736200044241784e-03 3.782709041891177252e-04 1.348534911084647045e-05 1.032553022237634543e-05 4.136394106643758925e-06 3.149535330201844456e-04
7.649300664690559907e-04 9.725950176488556975e-03 1.599595110194531114e-02 3.264879802233799228e-02 1.870802908092545139e-03 1.914979396304783508e-03 3.040245944952069365e-05 3.610799758224944405e-05 1.564636697338523026e-04 4.424979204026687147e-04
7.903768698141287329e-05 1.387739512702280444e-02 1.415129875410213976e-02 3.680320424705117808e-03 6.738160613790546312e-05 1.917145180959407434e-04 2.614522499979689578e-04 6.328820245193276248e-04 8.100414203019367602e-04 1.778401886781128113e-04
2.125810455190905481e-04 2.076468173000118808e-02 5.022532838464256917e-03 2.350398459638385583e-03 6.182057117463359485e-04 7.996565638862108798e-04 4.835688205119061697e-04 6.719101075334215755e-04 1.352896298517959834e-03 5.657284834912319023e-04
1.574699125132856051e-03 3.099321918137011578e-02 8.343023448696751387e-02 1.706310085458751652e-02 2.368776315690657597e-03 4.025164260380739885e-03 1.642209130731766338e-04 7.392081448733807490e-04 4.962056280186917349e-04 2.817280693589976816e-04
