  0.626924337932     -0.825236489644E-01 -0.102072452265      0.284035370898E-01  0.353429210323E-01 -0.145489727753E-01 -0.137081383855E-01  0.454931774492E-02  0.316828958621E-02 -0.171378398934E-02
 -0.825236489644E-01  0.227487908869     -0.112806746353E-01 -0.368397763925E-01  0.279333878081E-02 -0.111868347572E-01  0.422289959242E-02  0.791576299778E-02 -0.272916686258E-02 -0.121090070955E-02
 -0.102072452265     -0.112806746353E-01  0.103733513602     -0.317865380419E-01 -0.305703738775E-01  0.163462572457E-01  0.615027391719E-02 -0.483187903572E-02 -0.568337534090E-03  0.944726321463E-03
  0.284035370898E-01 -0.368397763925E-01 -0.317865380419E-01  0.212386041800E-01  0.869247250734E-02 -0.446185196779E-02 -0.270089090244E-02  0.340646006843E-03  0.766064120520E-03 -0.550763034608E-04
  0.353429210323E-01  0.279333878081E-02 -0.305703738775E-01  0.869247250734E-02  0.131217985557E-01 -0.539001159732E-02 -0.426350172677E-02  0.195609937457E-02  0.778780385812E-03 -0.498192508310E-03
 -0.145489727753E-01 -0.111868347572E-01  0.163462572457E-01 -0.446185196779E-02 -0.539001159732E-02  0.422280878370E-02  0.961407140765E-03 -0.168669637212E-02  0.771532632258E-04  0.304309686808E-03
 -0.137081383855E-01  0.422289959242E-02  0.615027391719E-02 -0.270089090244E-02 -0.426350172677E-02  0.961407140765E-03  0.219604045335E-02 -0.308280708013E-03 -0.613426412131E-03  0.144869691429E-03
  0.454931774492E-02  0.791576299778E-02 -0.483187903572E-02  0.340646006843E-03  0.195609937457E-02 -0.168669637212E-02 -0.308280708013E-03  0.819163319575E-03 -0.906481002402E-04 -0.152681386398E-03
  0.316828958621E-02 -0.272916686258E-02 -0.568337534090E-03  0.766064120520E-03  0.778780385812E-03  0.771532632258E-04 -0.613426412131E-03 -0.906481002402E-04  0.222284976200E-03 -0.880398272922E-05
 -0.171378398934E-02 -0.121090070955E-02  0.944726321463E-03 -0.550763034608E-04 -0.498192508310E-03  0.304309686808E-03  0.144869691429E-03 -0.152681386398E-03 -0.880398272922E-05  0.335393282035E-04
