  0.857115399589E-02  0.218478007386E-24  0.978390504778E-16  0.231155904466E-08  0.659159065980E-02 -0.576255180127E-09
  0.978390504778E-16 -0.231155904466E-08  0.986359623935      0.120071987507E-39  0.212886797104E-15  0.500729813276E-08
  0.659159065980E-02  0.576255180127E-09  0.212886797104E-15 -0.500729813276E-08  0.506922206901E-02  0.128073513269E-24
