         0.1000000E-03	         0.1000000E+01
         0.2000000E-03	         0.9999000E+00
         0.3000000E-03	         0.9999901E+00
         0.4000000E-03	         0.9996200E+00
         0.5000000E-03	         0.9989298E+00
         0.6000000E-03	         0.1000026E+01
         0.7000000E-03	         0.1000793E+01
         0.8000000E-03	         0.1000695E+01
         0.9000000E-03	         0.1000631E+01
         0.1000000E-02	         0.1000554E+01
         0.1100000E-02	         0.1000397E+01
         0.1200000E-02	         0.1000160E+01
         0.1300000E-02	         0.9990001E+00
         0.1400000E-02	         0.9976048E+00
         0.1500000E-02	         0.9989995E+00
         0.1600000E-02	         0.9989639E+00
         0.1700000E-02	         0.9996143E+00
         0.1800000E-02	         0.9999267E+00
         0.1900000E-02	         0.1000066E+01
         0.2000000E-02	         0.9998854E+00
         0.2100000E-02	         0.9994418E+00
         0.2200000E-02	         0.9998690E+00
         0.2300000E-02	         0.1000153E+01
         0.2400000E-02	         0.1000239E+01
         0.2500000E-02	         0.1000393E+01
         0.2600000E-02	         0.1000215E+01
         0.2700000E-02	         0.1000306E+01
         0.2800000E-02	         0.1000123E+01
         0.2900000E-02	         0.1000104E+01
         0.3000000E-02	         0.9999943E+00
         0.3100000E-02	         0.1000046E+01
         0.3200000E-02	         0.9999860E+00
         0.3300000E-02	         0.1000048E+01
         0.3400000E-02	         0.9990746E+00
         0.3500000E-02	         0.9998413E+00
         0.3600000E-02	         0.1001459E+01
         0.3700000E-02	         0.1001537E+01
         0.3800000E-02	         0.1001256E+01
         0.3900000E-02	         0.1000999E+01
         0.4000000E-02	         0.1000731E+01
         0.4100000E-02	         0.1000512E+01
         0.4200000E-02	         0.1000483E+01
         0.4300000E-02	         0.9999496E+00
         0.4400000E-02	         0.9996483E+00
         0.4500000E-02	         0.9986856E+00
         0.4600000E-02	         0.9989006E+00
         0.4700000E-02	         0.9990080E+00
         0.4800000E-02	         0.9982590E+00
         0.4900000E-02	         0.9975534E+00
         0.5000000E-02	         0.9983068E+00
         0.5100000E-02	         0.9989741E+00
         0.5200000E-02	         0.9984103E+00
         0.5300000E-02	         0.9986946E+00
         0.5400000E-02	         0.9989990E+00
         0.5500000E-02	         0.9995413E+00
         0.5600000E-02	         0.9987201E+00
         0.5700000E-02	         0.9980817E+00
         0.5800000E-02	         0.9984813E+00
         0.5900000E-02	         0.9981347E+00
         0.6000000E-02	         0.9970270E+00
         0.6100000E-02	         0.9959720E+00
         0.6200000E-02	         0.9949906E+00
         0.6300000E-02	         0.9918226E+00
         0.6400000E-02	         0.9922824E+00
         0.6500000E-02	         0.9923372E+00
         0.6600000E-02	         0.9963138E+00
         0.6700000E-02	         0.9990819E+00
         0.6800000E-02	         0.9989893E+00
         0.6900000E-02	         0.9981457E+00
         0.7000000E-02	         0.9968181E+00
         0.7100000E-02	         0.9962244E+00
         0.7200000E-02	         0.9940236E+00
         0.7300000E-02	         0.9927325E+00
         0.7400000E-02	         0.9934415E+00
         0.7500000E-02	         0.9931095E+00
         0.7600000E-02	         0.9941906E+00
         0.7700000E-02	         0.9903180E+00
         0.7800000E-02	         0.9919154E+00
         0.7900000E-02	         0.9936248E+00
         0.8000000E-02	         0.9934451E+00
         0.8100000E-02	         0.9943850E+00
         0.8200000E-02	         0.9955629E+00
         0.8300000E-02	         0.9963735E+00
         0.8400000E-02	         0.9954677E+00
         0.8500000E-02	         0.9978098E+00
         0.8600000E-02	         0.9968780E+00
         0.8700000E-02	         0.9961389E+00
         0.8800000E-02	         0.9976635E+00
         0.8900000E-02	         0.9985363E+00
         0.9000000E-02	         0.9982624E+00
         0.9100000E-02	         0.9985676E+00
         0.9200000E-02	         0.9993805E+00
         0.9300000E-02	         0.9984363E+00
         0.9400000E-02	         0.9989515E+00
         0.9500000E-02	         0.9996501E+00
         0.9600000E-02	         0.9991386E+00
         0.9700000E-02	         0.9991138E+00
         0.9800000E-02	         0.1000743E+01
         0.9900000E-02	         0.1000354E+01
         0.1000000E-01	         0.1000014E+01
         0.1010000E-01	         0.1000005E+01
         0.1020000E-01	         0.9990031E+00
         0.1030000E-01	         0.9989570E+00
         0.1040000E-01	         0.9993554E+00
         0.1050000E-01	         0.9981823E+00
         0.1060000E-01	         0.9972268E+00
         0.1070000E-01	         0.9957509E+00
         0.1080000E-01	         0.9961181E+00
         0.1090000E-01	         0.9961434E+00
         0.1100000E-01	         0.9943958E+00
         0.1110000E-01	         0.9918420E+00
         0.1120000E-01	         0.9925912E+00
         0.1130000E-01	         0.9914648E+00
         0.1140000E-01	         0.9921680E+00
         0.1150000E-01	         0.9921815E+00
         0.1160000E-01	         0.9946479E+00
         0.1170000E-01	         0.9947382E+00
         0.1180000E-01	         0.9962590E+00
         0.1190000E-01	         0.9973039E+00
         0.1200000E-01	         0.9959172E+00
         0.1210000E-01	         0.9951059E+00
         0.1220000E-01	         0.9901447E+00
         0.1230000E-01	         0.9918601E+00
         0.1240000E-01	         0.9922562E+00
         0.1250000E-01	         0.9918675E+00
         0.1260000E-01	         0.9888390E+00
         0.1270000E-01	         0.9944648E+00
         0.1280000E-01	         0.9955822E+00
         0.1290000E-01	         0.9970981E+00
         0.1300000E-01	         0.9968457E+00
         0.1310000E-01	         0.9977260E+00
         0.1320000E-01	         0.9973805E+00
         0.1330000E-01	         0.9967472E+00
         0.1340000E-01	         0.9967825E+00
         0.1350000E-01	         0.9955358E+00
         0.1360000E-01	         0.9964715E+00
         0.1370000E-01	         0.9961990E+00
         0.1380000E-01	         0.9967095E+00
         0.1390000E-01	         0.9975316E+00
         0.1400000E-01	         0.9967846E+00
         0.1410000E-01	         0.9976946E+00
         0.1420000E-01	         0.9959676E+00
         0.1430000E-01	         0.9994413E+00
         0.1440000E-01	         0.9999609E+00
         0.1450000E-01	         0.1000584E+01
         0.1460000E-01	         0.1001342E+01
         0.1470000E-01	         0.1000812E+01
         0.1480000E-01	         0.1001089E+01
         0.1490000E-01	         0.1001317E+01
         0.1500000E-01	         0.1000954E+01
         0.1510000E-01	         0.1000721E+01
         0.1520000E-01	         0.1000697E+01
         0.1530000E-01	         0.1000838E+01
         0.1540000E-01	         0.1000647E+01
         0.1550000E-01	         0.1001197E+01
         0.1560000E-01	         0.1000980E+01
         0.1570000E-01	         0.1001045E+01
         0.1580000E-01	         0.1000833E+01
         0.1590000E-01	         0.1000975E+01
         0.1600000E-01	         0.1001013E+01
         0.1610000E-01	         0.1000912E+01
         0.1620000E-01	         0.1000827E+01
         0.1630000E-01	         0.1000726E+01
         0.1640000E-01	         0.1000652E+01
         0.1650000E-01	         0.1000612E+01
         0.1660000E-01	         0.1000560E+01
         0.1670000E-01	         0.1000387E+01
         0.1680000E-01	         0.1000733E+01
         0.1690000E-01	         0.1000437E+01
         0.1700000E-01	         0.1000452E+01
         0.1710000E-01	         0.1001307E+01
         0.1720000E-01	         0.1001487E+01
         0.1730000E-01	         0.1001277E+01
         0.1740000E-01	         0.1000866E+01
